submitted_at,ticker,side,quantity,limit_price,notional,dry_run,order_status,order_id,error,risk_ok,risk_reason,transaction_cost_bps,slippage_bps,estimated_transaction_cost,estimated_slippage_cost,estimated_total_cost
2026-05-13T18:19:06.934977+00:00,BKYI,SELL,137,3.45,472.65,False,Cancelled,1225,,True,,1.0,2.0,0.047264999999999995,0.09452999999999999,0.14179499999999998
2026-05-13T18:19:06.934977+00:00,BLBD,BUY,6,69.35,416.1,False,Submitted,1228,,True,,1.0,2.0,0.04161,0.08322,0.12483
2026-05-13T18:19:06.934977+00:00,BLMN,BUY,351,8.33,2923.83,False,Submitted,1231,,True,,1.0,2.0,0.292383,0.584766,0.877149
2026-05-13T18:19:06.934977+00:00,BLNK,SELL,2195,0.8999,1975.2805,False,Filled,1234,,True,,1.0,2.0,0.19752805,0.3950561,0.59258415
2026-05-13T18:19:06.934977+00:00,BLZE,BUY,348,7.04,2449.92,False,Submitted,1237,,True,,1.0,2.0,0.24499200000000002,0.48998400000000003,0.7349760000000001
2026-05-13T18:19:06.934977+00:00,BNZI,SELL,509,4.8,2443.2,False,Submitted,1240,,True,,1.0,2.0,0.24431999999999998,0.48863999999999996,0.73296
2026-05-13T18:19:06.934977+00:00,BRCB,BUY,223,10.98,2448.54,False,Cancelled,1243,,True,,1.0,2.0,0.244854,0.489708,0.7345619999999999
2026-05-13T18:19:06.934977+00:00,BTBT,SELL,1251,1.95,2439.45,False,Submitted,1246,,True,,1.0,2.0,0.243945,0.48789,0.731835
2026-05-13T18:19:06.934977+00:00,BYND,BUY,3085,0.795,2452.5750000000003,False,Filled,1249,,True,,1.0,2.0,0.24525750000000002,0.49051500000000003,0.7357725
2026-05-13T18:19:06.934977+00:00,BZAI,SELL,1796,1.62,2909.52,False,Submitted,1252,,True,,1.0,2.0,0.290952,0.581904,0.872856
2026-05-13T18:19:06.934977+00:00,CABA,SELL,806,3.62,2917.7200000000003,False,Submitted,1255,,True,,1.0,2.0,0.29177200000000003,0.5835440000000001,0.8753160000000001
2026-05-13T18:19:06.934977+00:00,CAEP,SELL,39,12.1,471.9,False,Submitted,1258,,True,,1.0,2.0,0.047189999999999996,0.09437999999999999,0.14156999999999997
2026-05-13T18:19:06.934977+00:00,CAR,SELL,19,150.5,2859.5,False,Cancelled,1261,,True,,1.0,2.0,0.28595,0.5719,0.85785
2026-05-13T18:19:06.934977+00:00,CBRL,BUY,16,29.75,476.0,False,Filled,1264,,True,,1.0,2.0,0.0476,0.0952,0.1428
2026-05-13T18:19:06.934977+00:00,CDNA,BUY,114,21.41,2440.74,False,Filled,1267,,True,,1.0,2.0,0.24407399999999999,0.48814799999999997,0.7322219999999999
2026-05-13T18:19:06.934977+00:00,CDNL,SELL,42,57.07,2396.94,False,Submitted,1270,,True,,1.0,2.0,0.23969400000000002,0.47938800000000004,0.719082
2026-05-13T18:19:06.934977+00:00,CDW,SELL,12,99.28,1191.36,False,Filled,1273,,True,,1.0,2.0,0.11913599999999999,0.23827199999999998,0.35740799999999995
2026-05-13T18:19:06.934977+00:00,CENX,BUY,38,63.29,2405.02,False,Filled,1276,,True,,1.0,2.0,0.240502,0.481004,0.721506
2026-05-13T18:19:06.934977+00:00,CEPS,SELL,241,10.15,2446.15,False,Submitted,1279,,True,,1.0,2.0,0.244615,0.48923,0.733845
2026-05-13T18:19:06.934977+00:00,CGEM,SELL,29,16.14,468.06,False,Submitted,1282,,True,,1.0,2.0,0.046806,0.093612,0.140418
2026-05-13T18:19:06.934977+00:00,CGON,BUY,34,72.09,2451.06,False,Submitted,1285,,True,,1.0,2.0,0.245106,0.490212,0.7353179999999999
