long_threshold_alpha,short_threshold_alpha,cost_adjusted_alpha_threshold,trading_cost_return,min_net_alpha_after_cost,filtered_missing_or_untradable,filtered_price,filtered_liquidity,filtered_alpha_threshold,row,final_number_long,final_number_short
0.003765467900953416,-0.0016121922346897682,0.0007999999999999999,0.0003,0.0005,4391,1304,1581,556,119,113,113
0.003306997218039211,-0.0014397696772055497,0.0007999999999999999,0.0003,0.0005,4396,1312,1603,639,120,107,107
0.0034923821930727397,-0.0015554760213952487,0.0007999999999999999,0.0003,0.0005,4395,1307,1557,604,121,113,113
0.0033646507195458073,-0.0014912441188797633,0.0007999999999999999,0.0003,0.0005,4389,1296,1565,564,122,116,116
0.003473134361868446,-0.0015369095310913065,0.0007999999999999999,0.0003,0.0005,4406,1299,1290,547,123,128,128
0.003511038339945922,-0.0014583565876745423,0.0007999999999999999,0.0003,0.0005,4392,1308,1531,581,124,118,118
0.003774310351197011,-0.0010571626162638149,0.0007999999999999999,0.0003,0.0005,4383,1307,1631,566,125,111,111
0.0039298778159531506,-0.0013036987570219675,0.0007999999999999999,0.0003,0.0005,4451,1294,1733,523,126,104,104
0.003592954086354668,-0.001267256406234711,0.0007999999999999999,0.0003,0.0005,4409,1297,1596,554,127,112,112
0.0032546263773520043,-0.0013943696234860693,0.0007999999999999999,0.0003,0.0005,4401,1293,1617,708,128,109,109
0.0029225892515457,-0.0008766297706461016,0.0007999999999999999,0.0003,0.0005,4407,1281,1650,905,129,103,103
0.002765405025052011,-0.0009958517423776,0.0007999999999999999,0.0003,0.0005,4387,1284,1657,1017,130,98,98
0.0032646952846432887,-0.00170782575740967,0.0007999999999999999,0.0003,0.0005,4396,1267,1495,944,131,103,103
0.002904881583476361,-0.0013815231568141617,0.0007999999999999999,0.0003,0.0005,4384,1261,1563,1049,132,95,95
0.003313543133946833,-0.0016745328752584402,0.0007999999999999999,0.0003,0.0005,4383,1256,1531,1006,133,97,97
0.003787184485838016,-0.0016046642025281644,0.0007999999999999999,0.0003,0.0005,4380,1242,1473,893,134,104,104
